tempo,mfcc_mean,mfcc_var,spectral_centroid,spectral_rolloff,energy,zcr,chroma,label
95.703125,-10.465249061584473,7061.22900390625,1506.2569038590957,2713.6669241607005,0.036756183952093124,0.09957158233359133,0.24790318310260773,Classical
117.45383522727273,-14.95254135131836,9696.7548828125,1292.0718082135227,2324.3526116244193,0.02932753413915634,0.0787493348490712,0.22548513114452362,Classical
99.38401442307692,-8.162538528442383,6137.7646484375,1457.7634702461064,2698.150351320627,0.04789436608552933,0.08893672600619196,0.27110055088996887,Classical
123.046875,-13.468756675720215,9692.837890625,1557.6401937954122,2893.382504111842,0.030865509063005447,0.11472795327012383,0.22205576300621033,Classical
112.34714673913044,-14.175780296325684,6365.79833984375,1722.4933043094943,3252.097001681018,0.042529672384262085,0.10995171608939629,0.22717538475990295,Classical
143.5546875,-10.902256965637207,7913.73486328125,1412.5947240079495,2788.699803780476,0.04316975921392441,0.07339335816563468,0.26647719740867615,Classical
99.38401442307692,-14.496052742004395,9426.681640625,1473.8021351922393,2915.8157017946983,0.028863346204161644,0.0838483214009288,0.2363944798707962,Classical
112.34714673913044,-10.10348129272461,9075.7880859375,1197.2323851630229,2392.1022019519155,0.04320450499653816,0.05641991582817337,0.3010466694831848,Classical
135.99917763157896,-14.047392845153809,9383.1103515625,1382.0018290080964,2739.666766943208,0.031036801636219025,0.06672673181114551,0.26202332973480225,Classical
129.19921875,-15.467790603637695,10806.546875,1368.2603166722697,2872.799295242357,0.023396512493491173,0.06903737543537151,0.2617664933204651,Classical
103.359375,-17.199108123779297,11444.251953125,1388.0043290568888,2687.7504142076236,0.020492590963840485,0.0730207224748452,0.25541260838508606,Classical
151.99908088235293,-17.036012649536133,14000.0791015625,962.9203184037632,1726.8728911692144,0.020522939041256905,0.05986056017801858,0.23470710217952728,Classical
123.046875,-14.05030632019043,9150.2421875,1231.0659931513396,2223.5698877104296,0.04339086636900902,0.07109480819465944,0.23211418092250824,Classical
129.19921875,-17.488216400146484,12978.4013671875,1490.5622593482271,2796.416423785797,0.024046288803219795,0.08579917884094428,0.21512006223201752,Classical
143.5546875,-15.311323165893555,8455.42578125,1466.6695913084939,2748.900044444176,0.041746512055397034,0.07912801736648607,0.2327093482017517,Classical
117.45383522727273,-23.130651473999023,19765.095703125,1321.7050907912796,2537.8013209292762,0.007098188158124685,0.07105096870162539,0.2417757213115692,Classical
